Date,AAA,AA,A,BBB,NFAAA,NFAA,NFA,NFBBB,EAFIN,iBoxx € Financials Germany,iBoxx € Financials France,iBoxx € Financials Italy,iBoxx € Financials Spain,EANFINF,iBoxx € Non-Financials Germany,iBoxx € Non-Financials France,iBoxx € Non-Financials Italy,iBoxx € Non-Financials Spain,5y DE gov bond CDS,5y FR gov bond CDS,5y IT gov bond CDS,5y ES gov bond CDS,5y NL gov bond CDS,10y DE gov bond CDS,10y FR gov bond CDS,10y IT gov bond CDS,10y ES gov bond CDS,10y NL gov bond CDS,EABANKBOND,EA bank bond yield senior,EA bank bond yield subordinated,ES_bankbond_IG,EA implied bond market volatility,EA implied stock market volatility,USD/EUR exchange rate,Nominal Effective Exchange Rate (NEER),Dow Jones Euro Stoxx (broad) index,Dow Jones Euro Stoxx Bank Index,Dow Jones Euro Stoxx Utilities sector Index,Dow Jones Euro Stoxx Insurance Index,DOIS2Ydy,DILS2Ydy,DLOGSTOXXdy
2015-10-19,0.6145870984,1.2233467032,1.552426496,2.6006593188,1.5584655724,1.4669303287,1.6052861679,2.1914845769,1.6231050801,1.7751704514,1.6474290499,1.6050522768,1.1854270958,1.4581642679,1.6825500673,1.5075480602,1.2225548927,1.5866692782,0.13775,0.31465,1.12805,0.9753,0.1707,0.33905,0.69975,1.64615,1.494,0.4079,1.5032918763,1.2823563061,2.3832514981,1.165186327,5.61,19.36,1.1373,93.5743197177,340.3,138.11,265.62,241.99,NA,NA,NA
2015-10-20,0.5903132141,1.1845931442,1.5108000724,2.5794175305000002,1.5081180384,1.4206298968,1.5596573681,2.1547055648,1.5954923856,1.7481664632,1.6228047502,1.5674993453,1.1582622044,1.4240171776,1.6473929027,1.4747843932,1.1853176196,1.5562357497,0.1386,0.3159,1.12985,0.977,0.18015,0.3391,0.6843,1.64425,1.4852,0.4081,1.4623006456,1.2400265427,2.347867491,1.1392599228,5.41,19.45,1.1354,93.6194078303,341.88,138.24,266.4,242.77,NA,NA,NA
2015-10-21,0.5509604387,1.1251891562,1.445796827,2.5287076403,1.4400545224,1.3572990577,1.4938434979,2.0956203061,1.5419521953,1.6962927146,1.5685834446,1.5095539403,1.1035615287,1.3637171913,1.584293186,1.4152116215,1.1209593442,1.5036352681,0.1327,0.31225,1.07885,0.92575,0.16815,0.3422,0.68755,1.575,1.3953,0.3824,1.3987471695,1.1772989321,2.2806519906,1.0818836555,4.72,17.59,1.1313,93.4251827009,349.13,140.24,270.75,248.65,NA,NA,NA
2015-10-22,0.5146502321,1.1155690957,1.4215254315,2.4804969501,1.4345725617,1.3457002823,1.4763706116,2.0624607433,1.5105331964,1.6626723912,1.5381258377,1.4654535078,1.0838894535,1.337485461,1.5391450068,1.3887242881,1.1034290892,1.4771329749,0.1305,0.30475,1.04105,0.8819,0.1693,0.33795,0.67505,1.5306,1.3428,0.3846,1.3727801414,1.1559090147,2.2348342307,1.0570536916,4.72,17.51,1.1084,92.0442621767,356.28,141.12,274.01,252.44,-0.04,0.05,1.06
2015-10-23,0.4967136322,1.0979355028,1.4022618577,2.4549284371,1.4173987113,1.319679411,1.4485718668,2.0320957302,1.4810857565,1.6235222771,1.5166873311,1.4306874036,1.0568300159,1.311151101,1.5173395595,1.3617401254,1.0744482792,1.4582034946,0.13775,0.30855,1.03725,0.88345,0.1742,0.3233,0.6766,1.5319,1.3576,0.38945,1.3530985916,1.1366687742,2.2129715962,1.0217345506,4.68,19.18,1.1011,91.7764188259,355.26,140.81,273.97,253.43,NA,NA,NA
2015-10-26,0.4666262736,1.0581104493,1.3652496309,2.4273707216,1.3680712764,1.2725169389,1.4028026829,1.9944574787,1.4518013925,1.5922220763,1.4863243129000001,1.4047595393,1.0326355767,1.2793160356,1.487377121,1.3299127074,1.0395653137,1.4168860416,0.13525,0.3047,1.0444,0.90105,0.1665,0.33415,0.6708,1.549,1.3694,0.3983,1.3167129332,1.1001366093,2.1770669091,0.9983617382,4.49,19.51,1.1061,92.167065837,351.43,139.54,269.83,251.61,NA,NA,NA
2015-10-27,0.4606341558,1.0521076022,1.3574506868,2.4119800986,1.3592329082,1.2660510357,1.3914374708,1.9871685628,1.4352140451,1.5597474351,1.4756797541,1.3757556767,1.0241712391,1.2728066836,1.4741642832,1.324762165,1.026730764,1.411046955,0.1309,0.3043,1.0215,0.8726,0.17325,0.33905,0.6707,1.51095,1.3402,0.3983,1.3080382765,1.0914150644,2.1684022545,0.9858764826,5.13,19.33,1.1085,92.3317380336,355.47,141.04,272.65,254.45,NA,NA,NA
2015-10-28,0.5173056948,1.1120216202,1.4161853198,2.4510632279,1.446295594,1.3335793395,1.4513161437,2.0424195438,1.4755523305,1.5934355711,1.5223871394,1.4030851931,1.0699473551,1.322070418,1.5221177994,1.3726614144,1.0819784592,1.4653423792,0.1346,0.29595,1.01975,0.86625,0.1664,0.33365,0.6709,1.50665,1.33565,0.3984,1.3652734662,1.1489782315,2.2241464715,1.0290398279,5.61,19.83,1.093,91.4971081555,354.99,137.92,269.56,254.9,NA,NA,NA
2015-10-29,0.5240606649,1.1091437791,1.4138110776,2.4485004268,1.4440440307,1.3252722424,1.4464959979,2.0387981232,1.4723137648,1.5847394024,1.523268643,1.3948998715,1.0696827925,1.3188995427,1.5211600718,1.3698682766,1.0785047487,1.4634078506,0.13145,0.2978,1.0296,0.88915,0.16575,0.32925,0.6709,1.51125,1.341,0.3884,1.3641146255,1.1473796839,2.2247344981,1.0270142456,5.45,19.3,1.1017,91.7955794988,355.56,137.66,271.68,255.52,NA,NA,NA
2015-10-30,0.5379856668,1.1342729739,1.4344886401,2.5011332538,1.4723604262,1.3543058376,1.4933480816,2.0499587958,1.4990540148,1.5632980267,1.5351251019,1.515261136,1.07577781,1.3307625214,1.4310838583,1.3968088427,1.0909860806,1.5554715582,0.1321,0.2877,1.035,0.8893,0.17015,0.32925,0.66135,1.5302,1.3696,0.38845,1.3846826101,1.1691870821,2.2516542246,1.0380552693,5.95,19.32,1.1032,91.7905064138,357.58,138.67,274.64,256.97,NA,NA,NA
2015-11-02,0.5280677725,1.1264143529,1.4189510511,2.4763755941,1.4731798875,1.3498054026,1.4853898757,2.035425815,1.4807034802,1.5543125611,1.5187847583,1.4762551952,1.0589975556,1.3151293978,1.4153868831,1.3807917902,1.0690883373,1.5388497755,0.1328,0.28635,1.02045,0.87565,0.1702,0.3292,0.66065,1.5298,1.3597,0.38845,1.3699126629,1.1540937629,2.2381745737,1.0142387281,5.82,18.89,1.0976,91.5367322721,358.19,138.24,274.39,257.68,NA,NA,NA
2015-11-03,0.525006301,1.1262224514,1.4133181153,2.4619201404,1.4824256902,1.3564736484,1.5015145733,2.0283372365,1.4782158418,1.5958057981,1.5103892912,1.4551805288,1.0523675757,1.3129493592,1.4138045039,1.3774159067,1.0684823392,1.5424922825,0.13035,0.2854,0.99905,0.8559,0.1602,0.3292,0.6612,1.51295,1.3463,0.3883,1.3643307034,1.148737026,2.2315186638,1.0037043375,5.51,19.34,1.0935,91.2258145309,357.77,138.33,275.01,255.58,NA,NA,NA
2015-11-04,0.5246403576,1.1336552564,1.4176636055,2.4626612585,1.4914805617,1.3623688475,1.5091777229,2.0330031134,1.4836367211000001,1.6005475875,1.5150696912,1.4585111336,1.0554503443,1.3175855873,1.4147513126,1.3842567538,1.0732014216,1.550234177,0.1305,0.28485,0.9995,0.86635,0.16015,0.3292,0.6608,1.5008,1.33995,0.3884,1.3697937249,1.1541635571,2.2371752285,1.0047270331,5.95,19.4,1.0883,91.1580053852,358.43,137.24,274.84,255.81,NA,NA,NA
2015-11-05,0.5623681998,1.1871524635,1.4748973417,2.5064910897,1.5533652581,1.4241784484,1.5709301325,2.0820703203,1.524680036,1.6455144932,1.5599817431,1.4908247833,1.0930979268,1.3638836832,1.4602986396,1.4297024371,1.1191425187,1.5941913277,0.13045,0.2844,0.9882,0.8774,0.1552,0.32925,0.661,1.4825,1.3596,0.3885,1.4255218648,1.2078600826,2.3016717268,1.042582355,5.88,19.13,1.0864,91.2164926229,360.83,141.01,274.19,256.93,NA,NA,NA
2015-11-06,0.5231090236,1.1590139073,1.4457439532,2.4877462126,1.5340182402,1.406598845,1.5480908364,2.0618002131,1.4973652,1.6224817612,1.5299928011,1.4625893097,1.0554169399,1.333295368,1.4329211501,1.4012530796,1.083960144,1.5567142937,0.1304,0.2854,0.99015,0.90085,0.16015,0.32925,0.6613,1.49215,1.37965,0.38845,1.3946596389,1.1755527977,2.276867352,1.0081390536,5.87,19.87,1.0776,90.9191101671,355.6,138.98,269.09,254.86,NA,NA,NA
2015-11-09,0.4953537382,1.120276255,1.4069083755,2.4623536164,1.4875861374,1.3672380003,1.5124623084,2.0335549624000002,1.4703706319,1.5956265858,1.4980764217,1.4358975393,1.0232555462,1.3032703907,1.4083569236,1.374003557,1.0442702897,1.523211172,0.1331,0.2838,0.9803,0.9009,0.1625,0.3168,0.63685,1.4678,1.3732,0.37915,1.3581871023,1.1369480591,2.2496309505,0.9792723266,5.27,20.35,1.0711,90.4117308273,356.25,138.84,269.49,255.93,NA,NA,NA
2015-11-10,0.4846219688,1.1024453963,1.3895349735,2.4458522083,1.4705353367,1.3492276294,1.494811558,2.0227080111,1.4553692577,1.5819200096,1.480078874,1.4186495171,1.0061295127,1.2886961369,1.3997618562,1.3596995531,1.0280849784,1.5078296985,0.13175,0.28335,0.97035,0.89095,0.15715,0.32925,0.66095,1.482,1.3695,0.38845,1.3403338227,1.1183660552,2.2348681148,0.9626242337,4.86,19.51,1.0716,90.3650930771,358.67,139.53,267.83,260.07,NA,NA,NA
2015-11-11,0.4986332389,1.106824295,1.3945899894,2.4482452301,1.4720673149,1.3502489531,1.5005306982,2.0438434299,1.4745062186,1.592687298,1.4864012113,1.4231568796,1.020449851,1.2965920727,1.4097223399,1.3658993021,1.0402714554,1.5122524185,0.13025,0.28545,0.98955,0.9009,0.16015,0.32935,0.66165,1.4822,1.36995,0.3886,1.3451315631,1.1236186668,2.2375040186,0.9732202379,4.93,20.85,1.0726,90.4494299572,352.72,136.02,265.07,255.92,NA,NA,NA
2015-11-12,0.4874606095,1.0803090413,1.3669857647,2.4332911372,1.4371801589,1.3199536103,1.4763358335,2.0296282143,1.4630271616,1.5790527581,1.465122675,1.4085037941,1.0034323575,1.2781216089,1.391986072,1.3496082113,1.0164099089,1.4889988879,0.13055,0.2854,0.9896,0.9009,0.16015,0.32925,0.6614,1.4764,1.3697,0.3885,1.3189141809,1.0966800228,2.214308774,0.9573683003,4.72,21.91,1.0764,90.6987878287,350.18,135.44,264.47,254.06,NA,NA,NA
2015-11-13,0.4792360568,1.0606857068,1.3520383471,2.4282374744,1.4187041722,1.3025808603,1.4606439314,2.0177566335,1.4491978945,1.5670250389,1.452978451,1.3992114588,0.988373416,1.2665475114,1.3846837456,1.3400477587,0.9999375241,1.471668066,0.1306,0.28485,0.9913,0.90215,0.16015,0.32925,0.6609,1.4916,1.37915,0.3884,1.3044080549,1.0816496766,2.2019426979,0.9442219204,5.1,22.68,1.0723,90.5055195235,350.65,134.7,265.98,254.48,NA,NA,NA
2015-11-16,0.4716718458,1.0487495739,1.3350677278,2.4052312593,1.405880684,1.2953826654,1.4500349474,2.005779856,1.4305749157,1.5495669117,1.4335484064,1.3776201881,0.976070335,1.2560782136,1.3715952779,1.3286320805,0.9908757597,1.4581713385,0.12855,0.28175,0.9738,0.88275,0.16015,0.32925,0.66085,1.48205,1.36305,0.38845,1.2858809054,1.0655758788,2.1726244356,0.9289301867,5.21,20.75,1.067,90.2054804675,359.22,137.18,271.22,259.38,NA,NA,NA
2015-11-17,0.4650058687,1.0339129813,1.3202805601,2.3873346379,1.388201611,1.2771180987,1.4377284284,1.9911838552,1.4190689804,1.5388399719,1.4218843742,1.3672746233,0.9708950577,1.2472360995,1.3607337165,1.3210660245,0.9783248364,1.4494851025,0.13055,0.28435,0.96,0.8756,0.16015,0.32925,0.66145,1.48185,1.3601,0.38845,1.2715166654,1.0524163914,2.1529076064,0.9278519584,5.69,21.52,1.0666,90.2189946772,357.7,136.56,269.06,259.77,NA,NA,NA
2015-11-18,0.4544335232,1.0188308665,1.2988445749,2.3549616979,1.3641392885,1.254955387,1.4181228332,1.9689744729,1.3980023728,1.518348655,1.4026900193,1.3401746737,0.9600840885,1.2362528049,1.3426704973,1.3103907573,0.9692196715,1.4433731729,0.13085,0.28405,0.96105,0.8761,0.1605,0.3292,0.6612,1.47225,1.35985,0.38845,1.2516945294,1.0346112072,2.1242883786,0.9108801412,4.54,21.05,1.0687,90.2837058304,359.95,138.05,271.25,260.79,NA,NA,NA
2015-11-19,0.4320704011,1.006201484,1.2896289083,2.3476035295,1.3503175109,1.2485035453,1.4122203853,1.9605135696,1.387471033,1.5019357508,1.3952753187,1.3252368315,0.9467995673,1.2312780091,1.338942735,1.3057588459,0.9607973415,1.442258467,0.12905,0.2765,0.9506,0.88835,0.15705,0.32925,0.6613,1.4628,1.3405,0.38845,1.2419972956,1.0237374902,2.1197231372,0.8959666281,4.46,19.74,1.0688,90.208228589,360.06,136.21,271.45,261.44,NA,NA,NA
2015-11-20,0.4260346862,1.0266709415,1.3095950816,2.3633013543,1.3844700752,1.2818193154,1.440070722,1.9833294756,1.3953613029,1.5116111011,1.402414506,1.3280553354,0.9477318028,1.2439081835,1.3490182557,1.317930743,0.974631441,1.4551714076,0.1302,0.2859,0.96405,0.8562,0.16015,0.32925,0.6518,1.46315,1.3409,0.3885,1.2589984347,1.0403774308,2.1381798476,0.8931268139,6.12,19.64,1.0631,90.0210337296,359.57,136.69,269.25,262.81,NA,NA,NA
2015-11-23,0.4323795705,1.0096087327,1.2959330396,2.3613022031,1.368476879,1.2665769545,1.4236142295,1.9703380761,1.3862036554,1.4948162804,1.3969139387,1.3269276057,0.9447547704,1.2352624654,1.3406289093,1.3097679342,0.9658142797,1.4435858443,0.13075,0.28015,0.9753,0.85625,0.16015,0.32925,0.6517,1.4821,1.34015,0.3885,1.2470428105,1.0264458519,2.1349834014,0.8921587125,6.49,21.03,1.0651,90.1660127713,355.05,135.82,265.38,260.07,NA,NA,NA
2015-11-24,0.4151867874,0.9794852276,1.2659086326,2.338347098,1.3314897949,1.2383143112,1.3927690765,1.9467120781,1.3590695162,1.4577776992,1.3672688962,1.3018121689,0.9317581633,1.2086968875,1.3155804917,1.2836425479,0.9357513063,1.4317737271,0.1363,0.2782,0.9756,0.85775,0.1562,0.32925,0.6516,1.47265,1.3306,0.3884,1.2175541039,0.9971396501,2.1046980855,0.8995226454,6.37,20.45,1.0586,89.7408702051,360.34,136.01,268.82,267.78,NA,NA,NA
2015-11-25,0.4162539511,0.977697558,1.2607246843,2.3309758986,1.3215279289,1.2356493721,1.3824057035,1.9409497299,1.3487090081,1.4314766544,1.3606401741,1.3001536896,0.9293331199,1.2062233979,1.3090623692,1.2808652478,0.9351033158,1.4270440312,0.1351,0.27505,0.9704,0.84635,0.16015,0.32925,0.65165,1.47245,1.33045,0.3885,1.2116260299,0.9941861507,2.0858144397,0.8915232724,6.35,19.96,1.0612,89.9441988183,364.34,137.53,272.4,268.31,NA,NA,NA
2015-11-26,0.4084240088,0.9663067775,1.2466396678,2.3157111068,1.3059015702,1.2223082122,1.3622387903,1.9293978214,1.3320316795,1.3848402922,1.3476466979,1.2915109061,0.9180781964,1.1961300111,1.2991478732,1.2707331464,0.9251793996,1.4087532191,0.126,0.26765,0.9533,0.8328,0.1602,0.3292,0.6513,1.4631,1.3211,0.3884,1.1968353221,0.9814483833,2.0621194519,0.8821314625,6.35,20.02,1.058,89.830578353,363.82,137.33,271.69,268.13,NA,NA,NA
2015-11-27,0.4125879074,0.9788442065,1.2560476418,2.3164481927,1.3210399978,1.2399666091,1.3768231634,1.9478734004,1.3332421956,1.3783426069,1.3487303586,1.2884965937,0.9174752596,1.204721103,1.3062010021,1.2809641477,0.9304812619,1.4172944478,0.1315,0.2761,0.94905,0.83335,0.1602,0.3292,0.6514,1.42505,1.32075,0.38835,1.2046902148,0.9911663036,2.0618582514,0.8794120785,6.04,20.32,1.0579,89.8976959032,365.68,138.01,271.47,268.89,NA,NA,NA
2015-11-30,0.3930696083,0.9683430254,1.2318843143,2.3022492113,1.3090298625,1.2162965432,1.3599131009,1.9196104413,1.3238593381,1.3468783657,1.3501064395,1.3002114824,0.9235166042,1.2035746862,1.2874498832,1.2790058558,0.9616120307,1.3957339857,0.12515,0.26995,0.9412,0.82655,0.1565,0.32925,0.6512,1.42495,1.3111,0.38835,1.1956503277,0.9726976838,2.0533468089,0.8810213076,5.94,20.41,1.06,89.958946055,363.28,138.24,272.15,268.7,NA,NA,NA
2015-12-01,0.3850441602,0.9609822148,1.2216157219,2.2912409283,1.3103716001,1.2164280053,1.3592503531,1.9206636498,1.3155280604,1.3426891631,1.3361711757,1.2799426091,0.9118989945,1.2022328267,1.2840419971,1.2795542172,0.9578382061,1.3899499425,0.1265,0.2697,0.9255,0.80745,0.15965,0.32125,0.60275,1.3909,1.2589,0.36725,1.1836593973,0.9630681919,2.0316529126,0.8651712488,5.89,19.94,1.0612,90.0643236092,362.37,136.78,271.9,267.92,NA,NA,NA
2015-12-02,0.5332450953,1.1146247342,1.3753056605,2.4114799072,1.46779052,1.3681415113,1.512293456,2.0614872054,1.4526255701,1.4776856754,1.4761015268,1.4103177845,1.0496101439,1.3460763919,1.4183441109,1.4201938741,1.1114956358,1.5452906258,0.1251,0.25945,0.9558,0.8364,0.16015,0.3292,0.6223,1.37025,1.2791,0.3884,1.3348443287,1.1184993055,2.1653447337,0.9933382903,5.72,20,1.0671,90.4344764103,351.14,133.53,267.94,260.08,NA,NA,NA
2015-12-03,0.565013937,1.1454982473,1.4100420179,2.4527124626,1.5030060517,1.4047940394,1.550905723,2.1007613269,1.4831421157,1.5089406091,1.5067382907,1.4373611544,1.0715738652,1.3797586682,1.4553279663,1.455081474,1.1437122284,1.5677121033,0.1254,0.25895,0.94325,0.82645,0.16015,0.3292,0.603,1.4346,1.3113,0.3884,1.3664166339,1.1491130718,2.2008713971,1.0095929576,5.52,20.13,1.0902,91.7470296926,350.27,133.6,267,262,0.13,-0.02,-1.6
2015-12-04,0.5117588113,1.0819698383,1.3453990198,2.4023166712,1.4354477268,1.3356160016,1.4857851433,2.0459809364,1.4327302762,1.4571720708,1.4523266573,1.3905800504,1.0189371864,1.3286424651,1.4101115416,1.4054978691,1.0878800552,1.5124319676,0.12535,0.25275,0.92695,0.8165,0.1602,0.32945,0.59305,1.41555,1.2997,0.39005,1.3030584294,1.0874390166,2.1303630374,0.9681707157,5.32,19.87,1.0809,91.3050982535,353.12,132.76,267.71,265.36,NA,NA,NA
2015-12-07,0.5103599874,1.0729679628,1.343045803,2.4115858171,1.4219744904,1.334307447,1.4851687343,2.0617768211,1.4406409352,1.4517614423,1.4513359156,1.391560881,1.0179867794,1.3343654727,1.4216028209,1.4103751336,1.0924075026,1.5066737273,0.12855,0.26255,0.9115,0.8033,0.1602,0.3292,0.6032,1.40095,1.2631,0.3884,1.3026482426,1.0847364486,2.1393668452,0.9714045902,5.25,21.03,1.0875,91.9274313624,346.88,129.33,262.38,262.4,NA,NA,NA
2015-12-08,0.5126698051,1.0832763011,1.362245062,2.4422336134,1.4366677116,1.3658986288,1.5032625066,2.0925488559,1.4613754347,1.457653611,1.4638432044,1.4163988914,1.0223724043,1.347928099,1.4333528135,1.4249208395,1.1073816,1.5127446227,0.1252,0.2516,0.9127,0.7933,0.16025,0.3292,0.5883,1.40095,1.26295,0.38835,1.3219154469,1.0994021704,2.1775877798,0.9791434596,5.19,21.76,1.0941,92.232528778,344.62,128.74,263.99,260.83,NA,NA,NA
2015-12-09,0.5082809073,1.0657952206,1.3498149413,2.4448793757,1.4078383638,1.3470177939,1.4809265826,2.063904461,1.4400436439,1.4489699582,1.456683439,1.4216342914,1.0125385389,1.3329334835,1.4188405326,1.4114352437,1.0911824972,1.4950262973,0.12875,0.25925,0.9253,0.80675,0.15515,0.3292,0.5934,1.40565,1.26295,0.38835,1.3111543889,1.0863850928,2.1761076738,0.9748671836,5.13,22.13,1.0943,92.1697019768,343.94,128.02,264.07,260.1,NA,NA,NA
2015-12-10,0.4907474827,1.0459471777,1.3400688596,2.4705309578,1.3831224633,1.3338452603,1.4622571861,2.0736877242,1.4459571425,1.4494653671,1.458309823,1.4441605171,1.0132184469,1.3217114122,1.405089824,1.4027509147,1.0765560076,1.4786994657,0.1256,0.25395,0.9605,0.83505,0.1627,0.32915,0.5933,1.44415,1.3209,0.3884,1.3050992683,1.0725427878,2.2025180253,0.9825677754,5.21,23.85,1.095,92.372625768,337.14,125.69,259.29,254.81,NA,NA,NA
2015-12-11,0.4988945486,1.0745411291,1.3842695519,2.5376498542,1.4073483548,1.3716994017,1.4948139191,2.1255761243,1.4873398665,1.4815714103,1.5029777622,1.4921747699,1.0427857413,1.350844268,1.4398452588,1.4321955759,1.0999173128,1.5055709938,0.12575,0.2511,0.9902,0.87085,0.16175,0.3242,0.5868,1.44945,1.3278,0.3801,1.3521480444,1.1127511533,2.2781578336,1.0286321532,5.57,27.25,1.0983,92.5951724214,331.11,123.03,254.53,250.01,NA,NA,NA
2015-12-14,0.539788755,1.1275127581,1.4380730067,2.5639203202,1.4741596062,1.437221076,1.5561940116,2.1785105345,1.518307314,1.5165416637,1.5363359305,1.5126948625,1.0693769426,1.3970525504,1.4809029645,1.4781109533,1.150247044,1.554912224,0.1252,0.25325,0.9942,0.87105,0.16285,0.32915,0.6028,1.46685,1.3498000000000001,0.38835,1.3989345023,1.1663154569,2.2963741863,1.0351881091,5.71,24.78,1.099,92.55521162,341.03,127.71,260.14,255.83,NA,NA,NA
2015-12-15,0.5525389476,1.1368719712,1.4464304032,2.5616521216,1.4823970602,1.4457676863,1.5653123938,2.1755501951,1.51856777,1.5220773127,1.5404654613,1.5133201862,1.0680545877,1.3992493911,1.4854689743,1.4767498621,1.1588728299,1.5619269193,0.1252,0.25365,0.9721,0.85155,0.1602,0.32915,0.598,1.4539,1.33355,0.38835,1.4045328967,1.1748238649,2.2896728457,1.0349596248,5.76,23.37,1.0933,92.3681857902,341.85,127.91,260.34,256.65,NA,NA,NA
2015-12-16,0.5341816375,1.0946126852,1.3969145868,2.5136509707,1.430743718,1.3911421246,1.5176688879,2.1372284598,1.4788601604,1.4865383527,1.498211997,1.4775307255,1.0388668846,1.3731541154,1.4490038357,1.4590614119,1.1239219505,1.5219385316,0.1286,0.2593,0.98515,0.87855,0.16515,0.33545,0.60745,1.4688,1.3658,0.389,1.3572642942,1.1306436166,2.2294638003,1.0037928141,5.33,20.57,1.0841,92.0001132924,347.46,130.32,265.02,261.3,NA,NA,NA
2015-12-17,0.5156664309,1.0659344282,1.3688285418,2.4952525358,1.3943793551,1.3552117684,1.4876157041,2.1171747302,1.4614675348,1.4704689994,1.4779490126,1.4624776257,1.022570105,1.3518729138,1.4277969912,1.439909589,1.0997855959,1.4960850417,0.1285,0.25925,0.99115,0.8812,0.15765,0.32915,0.59325,1.4825,1.3499,0.38825,1.3307677144,1.1035958021,2.2051699514,0.9874393098,5.06,21.17,1.0836,91.8591748874,343.23,129.17,261.02,259.38,NA,NA,NA
2015-12-18,0.5187499833,1.0635455544,1.3670716937,2.4934641233,1.3924674519,1.355718548,1.4874231914,2.1172088076,1.4563202333,1.4658392343,1.4700523073,1.4572236799,1.0203740792,1.3472812392,1.4233262227,1.4349543167,1.09487301,1.4973722663,0.1252,0.25325,1.01975,0.95055,0.1602,0.32295,0.58315,1.5157,1.43225,0.39305,1.3291829407,1.101976183,2.2036051196,0.9881752652,5.05,22.3,1.087,92.0093396621,338.55,126.53,257.82,257.79,NA,NA,NA
2015-12-21,0.5519349177,1.10196216,1.4036639666,2.5199798498,1.4360518911,1.3980770477,1.5275944181,2.1531801836,1.4834679938,1.4890817502,1.4978513639,1.4791466939,1.0476057631,1.3793616114,1.4496507199,1.4673584158,1.1290534189,1.53128026,0.1264,0.25995,1.00495,0.9258,0.1602,0.32515,0.59435,1.4983,1.4031,0.3925,1.3657980855,1.1386923794,2.2397303679,1.0118661461,5.34,21.4,1.0952,92.4163970429,338.77,127.09,256.5,256.93,NA,NA,NA
2015-12-22,0.5755476754,1.1287766375,1.4279719215,2.536332593,1.4644074624,1.4273400032,1.5538509109,2.1760622995,1.5033569653,1.507880438,1.517266721,1.4960237298,1.068884866,1.4019605543,1.4675915618,1.4900448512,1.1535686312,1.5535073984,0.1252,0.25495,0.9852,0.90595,0.1602,0.32275,0.58565,1.47445,1.37905,0.39225,1.3897825351,1.1627562903,2.2632485989,1.0292876569,5.46,19.52,1.0916,92.2070537823,346.14,129.46,263.8,260.55,NA,NA,NA
2015-12-23,0.5790378825,1.1283247105,1.4266234958,2.5338917162,1.4667357538,1.4281436009,1.5552379265,2.177195174,1.5052141863,1.5071496455,1.5212878886,1.4912576152,1.0724055526,1.4054389921,1.4692205521,1.4933325114,1.160695551,1.5518028471,0.12515,0.25495,0.9852,0.90595,0.16015,0.3226,0.58555,1.47415,1.3788,0.3921,1.3885042587,1.1624192152,2.2580187439,1.036962255,5.51,18.5,1.0947,92.3084739282,346.05,129.59,264.19,260.53,NA,NA,NA
2015-12-24,0.5790378825,1.1283247105,1.4266234958,2.5338917162,1.4667357538,1.4281436009,1.5552379265,2.177195174,1.5052141863,1.5071496455,1.5212878886,1.4912576152,1.0724055526,1.4054389921,1.4692205521,1.4933325114,1.160695551,1.5518028471,0.12515,0.2555,0.9852,0.89815,0.1605,0.3226,0.58595,1.47415,1.36745,0.3924,1.3885042587,1.1624192152,2.2580187439,1.036962255,5.51,18.5,1.0947,92.3084739282,346.05,129.59,264.19,260.53,NA,NA,NA
2015-12-25,0.5437868024,1.0897193352,1.3875229974,2.5054144491,1.4113271892,1.3744492736,1.5096383238,2.1369634131,1.4711155537,1.4772942492,1.4837512714,1.4676633541,1.040068847,1.3654129243,1.4352096455,1.4537204963,1.1152324847,1.5129008461,0.12515,0.25505,0.9852,0.88905,0.16025,0.3226,0.58425,1.47415,1.35505,0.3912,1.3505876213,1.1240921785,2.2214870052,1.007199354,5.42,20.94,1.0962,92.446670019,343.54,128.24,262.45,258.66,NA,NA,NA
2015-12-28,0.5636173209,1.1249008573,1.4236542071,2.5305409353,1.4627824379,1.4261495663,1.553326707,2.1724055219,1.4931053612,1.4958020869,1.508712712,1.4848906346,1.0582242193,1.3941291454,1.4581576655,1.4827566396,1.1458405019,1.5417890207,0.12985,0.25955,0.9646,0.8951,0.1602,0.33905,0.5935,1.48565,1.38935,0.38845,1.3850627416,1.1576632502,2.2596349601,1.0222631813,5.65,20.11,1.0952,92.477607031,349.29,129.68,266.7,263.69,NA,NA,NA
2015-12-29,0.5659275053,1.1238765541,1.4211718077,2.5279959778,1.4581855083,1.4220361095,1.5502015889,2.1708334588,1.4930352729,1.4926091772,1.5067039527,1.4864466223,1.0597170056,1.3939188904,1.4557739303,1.4830229656,1.1464147236,1.5412910996,0.12515,0.25495,0.95555,0.886,0.1457,0.31435,0.55485,1.4731,1.37975,0.34405,1.3831771589,1.1564017581,2.2551202533,1.0213563268999999,5.66,20.66,1.0926,92.3421805752,347.02,128.66,266.02,261.6,NA,NA,NA
2015-12-30,0.5688891056,1.1186569937,1.4150169866,2.5250954516,1.4477582184,1.4196218622,1.5468911912,2.1673813338,1.4853126719,1.4860526945,1.5004107061,1.4768423371,1.0518904078,1.3883701885,1.4502826056,1.4779441158,1.1415531975,1.5331710638,0.1252,0.26,0.96765,0.88865,0.1602,0.30620000000000003,0.57415,1.4698,1.38285,0.36385,1.3768966524,1.1500037498,2.2492566032,1.0175476042,5.66,23.02,1.0887,92.1469018433,345.16,127.87,265.06,261.21,NA,NA,NA
