Date,AAA,AA,A,BBB,NFAAA,NFAA,NFA,NFBBB,EAFIN,iBoxx € Financials Germany,iBoxx € Financials France,iBoxx € Financials Italy,iBoxx € Financials Spain,EANFINF,iBoxx € Non-Financials Germany,iBoxx € Non-Financials France,iBoxx € Non-Financials Italy,iBoxx € Non-Financials Spain,5y DE gov bond CDS,5y FR gov bond CDS,5y IT gov bond CDS,5y ES gov bond CDS,5y NL gov bond CDS,10y DE gov bond CDS,10y FR gov bond CDS,10y IT gov bond CDS,10y ES gov bond CDS,10y NL gov bond CDS,EABANKBOND,EA bank bond yield senior,EA bank bond yield subordinated,ES_bankbond_IG,EA implied bond market volatility,EA implied stock market volatility,USD/EUR exchange rate,Nominal Effective Exchange Rate (NEER),Dow Jones Euro Stoxx (broad) index,Dow Jones Euro Stoxx Bank Index,Dow Jones Euro Stoxx Utilities sector Index,Dow Jones Euro Stoxx Insurance Index,DOIS2Ydy,DILS2Ydy,DLOGSTOXXdy
1999-01-04,3.939249552,4.608614162,3.60740697,NA,NA,4.334173399,4.72113254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.506552633,4.538662238,3.970909561,NA,14.13,35.43,1.1789,103.118070022,313.92,281.72,347.86,385.69,NA,NA,NA
1999-01-04,3.915562181,4.589662479,3.586390998,NA,NA,4.320323732,4.726387502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.485697972,4.517530442,3.95404482,NA,5.87,32.9,1.179,102.7469138584,316.97,285.08,353.1,391.88,NA,NA,NA
1999-01-05,3.911664552,4.596305023,3.5798049770000002,NA,NA,4.310450074,4.690498015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.492042236,4.522298122,3.985530127,NA,5.56,35.7,1.1743,102.7469138584,323.16,291.4,356.47,397.87,NA,NA,NA
1999-01-06,3.918015914,4.578435934,3.515258386,NA,NA,4.313410271,4.704873311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.475943125,4.507900966,3.93887252,NA,5.59,36.92,1.1632,101.6437918961,318.27,286.65,352.29,390.86,NA,NA,NA
1999-01-07,3.918975817,4.565602445,3.494076954,NA,NA,4.291335972,4.663173302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.465364309,4.497874856,3.918260602,NA,5.45,38.31,1.1659,101.9641061753,318.02,287.77,349.54,389.08,NA,NA,NA
1999-01-08,3.930683135,4.590806756,3.488382841,NA,NA,4.341044724,4.729670983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.484282934,4.516444822,3.945706312,NA,5.82,35.43,1.1569,101.1284392495,312.7,280.74,347.48,380.2,NA,NA,NA
1999-01-11,3.917869703,4.561734619,3.50104468,NA,NA,4.323907637,4.658540685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.459085463,4.491622649,3.911369971,NA,5.75,36.45,1.152,101.2803132022,307.85,272.6,344.07,372.11,NA,NA,NA
1999-01-12,3.83421993,4.532251656,3.435972933,NA,NA,4.288949292,4.640018703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.425845572,4.457000932,3.899391529,NA,6.02,46.64,1.1744,102.6535108033,294.67,255.93,331.85,355.18,NA,NA,NA
1999-01-13,3.815092559,4.524175046,3.418991424,NA,NA,4.263761099,4.626006798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.415972258,4.44956903,3.848924245,NA,6.09,37.87,1.1653,102.1939684955,295.77,254.95,332.27,355.64,NA,NA,NA
1999-01-14,3.826067391,4.510142934,3.431168368,NA,NA,4.270155531,4.641240897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.404155006,4.437438267,3.840643865,NA,5.89,44.53,1.1626,102.0619566024,300.47,260.68,334.79,365.49,NA,NA,NA
1999-01-15,3.788479409,4.496473208,3.394610918,NA,NA,4.24433265,4.60727318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.387839013,4.416572696,3.897861099,NA,5.73,40.15,1.1612,102.0619566024,308.14,273.56,342.39,373.3,NA,NA,NA
1999-01-18,3.793407844,4.490946051,3.397033881,NA,NA,4.235099219,4.595172596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.383894314,4.415541586,3.84598064,NA,5.72,40.06,1.1616,101.6854430234,306.64,271.31,342.68,371.34,NA,NA,NA
1999-01-19,3.816576615,4.506736191,3.448461098,NA,NA,4.233371584,4.620592767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.402292993,4.433488577,3.871303615,NA,5.57,37.32,1.1575,101.4575212955,312.3,273.83,344.17,377.36,NA,NA,NA
1999-01-20,3.789840175,4.480207054,3.396998415,NA,NA,4.216654631,4.579624352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.375542491,4.408967586,3.805714914,NA,5.22,37.18,1.1572,101.451254228,308.62,269.42,341.12,373.46,NA,NA,NA
1999-01-21,3.752162887,4.464698961,3.369990981,NA,NA,4.185674852,4.533334484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.358229097,4.389778385,3.818541984,NA,5.13,33.81,1.1567,101.5981697959,298.9,261.1,332.33,361.81,NA,NA,NA
1999-01-22,3.744788899,4.45402001,3.396932409,NA,NA,4.183254195,4.527528334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.347377133,4.38010943,3.78604364,NA,5.18,35.65,1.1584,101.5808508754,299.39,260.19,332.75,359.92,NA,NA,NA
1999-01-25,3.760816023,4.461085645,3.414196974,NA,NA,4.173121863,4.520897166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.358325538,4.388806824,3.835090554,NA,5.25,40.22,1.1582,101.569571648,299.98,259.05,331.68,361.21,NA,NA,NA
1999-01-26,3.767178123,4.469035374,3.436465422,NA,NA,4.171067957,4.508783121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.367184665,4.401310082,3.783035645,NA,4.93,39.76,1.1529,101.3215476285,301.56,259.06,333.33,362.35,NA,NA,NA
1999-01-27,3.762546673,4.475081103,3.434027459,NA,NA,4.170567213,4.527186488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.372171896,4.406320526,3.789644168,NA,4.73,37.25,1.141,100.7799147252,306.45,265.4,340.95,365.79,NA,NA,NA
1999-01-28,3.771887383,4.455753047,3.200163034,NA,NA,4.181236028,4.501255862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.350579039,4.376704531,3.901519644,NA,4.74,36.71,1.1384,100.6668489462,308.97,265.68,342.24,368.02,NA,NA,NA
1999-01-29,3.830084892,4.414519032,3.42919588,NA,NA,4.219529397,4.544459637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.347849084,4.36724425,3.860329489,NA,4.97,36.44,1.1338,100.4389942785,312.46,267.4,345.09,372.68,NA,NA,NA
1999-02-01,3.829511178,4.420715512,3.416760051,NA,NA,4.226755187,4.554453054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.353617889,4.374557714,3.829345906,NA,5.11,33.48,1.1337,100.1300191926,308.71,266.15,341.96,366.66,NA,NA,NA
1999-02-02,3.864621007,4.454971508,3.469242295,NA,NA,4.259092151,4.579998357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.388911602,4.409487394,3.876281491,NA,5.28,32.84,1.1337,100.1760700521,305.67,266.07,339.38,358.89,NA,NA,NA
1999-02-03,3.902561702,4.489649752,3.486861053,NA,NA,4.321291576,4.649043402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.422232488,4.441939555,3.932226582,NA,5.73,33.51,1.1263,99.8300900902,305.55,263.83,334.9,355.66,NA,NA,NA
1999-02-04,3.898479316,4.4774046,3.514577713,NA,NA,4.299960062,4.620805235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.412474234,4.432342925,3.916277274,NA,5.48,33.5,1.1292,99.9259938518,305.81,263.27,331.89,355.57,NA,NA,NA
1999-02-05,3.915203906,4.513926481,3.497396654,NA,NA,4.338114118,4.681857001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.445446559,4.465989801,3.935410082,NA,5.8,33.23,1.1246,99.7976269166,303.66,259.23,324.58,351.89,NA,NA,NA
1999-02-08,3.901712638,4.487871333,3.449620493,NA,NA,4.284306326,4.627322135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.420924842,4.440913301,3.923218276,NA,5.87,36.34,1.1333,100.5037219639,295.39,252.77,320.08,337.41,NA,NA,NA
1999-02-09,3.889849997,4.478786925,3.512821938,NA,NA,4.279094573,4.623984961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.413189556,4.433269237,3.912283938,NA,5.55,34.64,1.1342,100.7260919605,293.73,255,320.69,333.1,NA,NA,NA
1999-02-10,3.883392154,4.463818918,3.469970537,NA,NA,4.269647644,4.617133393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.399414854,4.419545831,3.896071488,NA,5.36,33.61,1.1312,100.5353537162,297.61,257.77,323.27,336.66,NA,NA,NA
1999-02-11,3.903820541,4.499708589,3.467533277,NA,NA,4.311514689,4.688528641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.432551438,4.453399002,3.9140881,NA,6.06,32.41,1.1244,100.0601381728,299.76,260.51,323.52,339.44,NA,NA,NA
1999-02-12,3.962568643,4.54823676,3.516145227,NA,NA,4.387922282,4.76690367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.482436443,4.502089363,3.99388217,NA,7.44,34.12,1.1238,100.0601381728,300.52,262.13,325.87,337.32,NA,NA,NA
1999-02-15,3.959761267,4.570144635,3.585202255,NA,NA,4.391848082,4.787430601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.503297982,4.52425884,3.9865449,NA,7.28,31.18,1.1176,99.8698565457,299.55,261.92,326.66,333.7,NA,NA,NA
1999-02-16,3.960457008,4.560005597,3.59825331,NA,NA,4.380716239,4.763742391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.494906709,4.515529612,3.985587144,NA,6.88,32.85,1.1253,100.3932025369,295.4,260.04,324.18,327.22,NA,NA,NA
1999-02-17,3.955928438,4.56716757,3.529418519,NA,NA,4.386498248,4.788146835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.499055548,4.519511627,3.994856676,NA,7.46,30.78,1.1232,100.4251496471,297.18,261.33,322.63,328.19,NA,NA,NA
1999-02-18,3.943570689,4.549340497,3.5372852360000002,NA,NA,4.367366702,4.76370218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.482056884,4.503406961,3.954272053,NA,7.46,28.7,1.1163,100.0392796742,300.01,261.77,326.75,328.43,NA,NA,NA
1999-02-19,3.938064894,4.542869013,3.514728524,NA,NA,4.349429877,4.736703269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.475153323,4.497187531,3.930870427,NA,5.29,28.52,1.0992,99.248659384,304.2,263.52,331.08,332.51,NA,NA,NA
1999-02-22,3.91023038,4.502527415,3.373572624,NA,NA,4.323496527,4.690007537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.434496223,4.456193315,3.895366684,NA,4.99,27.44,1.0969,99.1234667831,308.69,263.5,337.67,341.27,NA,NA,NA
1999-02-23,3.952634065,4.523928402,3.52537389,NA,NA,4.33181472,4.716774988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.461057097,4.480529434,3.976292496,NA,4.91,28.92,1.1037,99.8298753654,310.44,266.85,338.15,345.28,NA,NA,NA
1999-02-24,3.974738809,4.578479939,3.522973285,NA,NA,4.407059697,4.787512562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.510636342,4.527503922,4.092443906,NA,5.77,23.78,1.1031,99.8397582019,305.53,262.91,332.87,336.66,NA,NA,NA
1999-02-25,4.041816147,4.655748434,3.410830872,NA,NA,4.466653391,4.849023923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.585258784,4.602774316,4.1562084,NA,5.51,27.29,1.1018,99.6960821866,303.87,262.25,328.83,337.24,NA,NA,NA
1999-02-26,4.116503296,4.730130294,4.452240315,NA,NA,4.41224758,4.953078115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.672903782,4.667507291,4.719072116,NA,5.51,27.33,1.0986,99.3649325126,299.37,256.45,324.09,329.39,NA,NA,NA
1999-03-01,4.131709729,4.742287175,4.477155564,NA,NA,4.406266265,4.941421732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.687654622,4.683644037,4.721932997,NA,5.69,27.48,1.0887,98.8264874905,300.06,257.02,320.99,327.9,NA,NA,NA
1999-03-02,4.173195656,4.771105023,4.452636205,NA,NA,4.448642564,4.994569028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.713233947,4.70776165,4.759829699,NA,5.94,25.54,1.0899,98.8616509837,295.71,253.63,315.91,326.06,NA,NA,NA
1999-03-03,4.196751986,4.776398138,4.518961464,NA,NA,4.4776705,5.030149377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.72297184,4.719933082,4.748777366,NA,6.1,29.04,1.0866,98.965897463,298.84,258.21,317.17,329.12,NA,NA,NA
1999-03-04,4.018627052,4.685283399,4.39234269,NA,NA,4.350037854,4.878293625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.627956007,4.628975603,4.619283828,NA,5.57,27.5,1.0834,98.6201930364,306.22,265.74,322.16,341.84,NA,NA,NA
1999-03-05,4.023491954,4.699855559,4.395890809,NA,NA,4.372511018,4.914429248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.639731624,4.639044425,4.645575955,NA,5.62,27.43,1.0908,98.9622823821,303.98,263.53,319.97,338.7,NA,NA,NA
1999-03-08,4.092745885,4.708060388,4.437272126,NA,NA,4.466387598,4.963060512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.651159741,4.648418306,4.674597839,NA,5.92,26.45,1.0863,98.7485850401,304.19,263.26,319.4,337.42,NA,NA,NA
1999-03-09,4.099023593,4.700923184,4.410954701,NA,NA,4.447680544,4.934217402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.646959814,4.647240369,4.644570676,NA,5.66,25.7,1.0953,99.0861121824,303.6,268.41,315.84,336.93,NA,NA,NA
1999-03-10,4.040306092,4.678607526,4.405771042,NA,NA,4.420861951,4.894041574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.625268262,4.624183577,4.634516551,NA,5.52,25.81,1.0891,98.5707569353,306.7,275.83,321.34,337.89,NA,NA,NA
1999-03-11,4.013787024,4.65624838,4.364304525,NA,NA,4.393551014,4.887907201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.601302922,4.600506529,4.608109064,NA,5.48,24.7,1.0932,98.7189291918,309.7,277.68,326.48,354.53,NA,NA,NA
1999-03-12,4.000955382,4.652064627,4.34460163,NA,NA,4.363373704,4.876675508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.595231381,4.595623653,4.59189432,NA,5.6,24.44,1.0949,98.836521672,310.68,278.5,326.06,356.08,NA,NA,NA
1999-03-15,3.962678255,4.620374176,4.31605616,NA,NA,4.32759755,4.840227189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.561736955,4.5610268,4.567796665,NA,5.42,23.69,1.0901,98.6426059504,311.93,279.94,325.56,358.83,NA,NA,NA
1999-03-16,3.942735673,4.58999129,4.289360563,NA,NA,4.297937854,4.803435498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.533440293,4.533721197,4.531032546,NA,5.3,23.61,1.0966,99.2368894171,310.3,278.53,323.83,355.78,NA,NA,NA
1999-03-17,3.939954931,4.580267731,4.255345295,NA,NA,4.277994448,4.777857428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52239937,4.523809674,4.510341436,NA,5.14,23.98,1.1012,99.3870161677,309.28,277.4,320.26,352.98,NA,NA,NA
1999-03-18,3.930111972,4.59712212,4.28169751,NA,NA,4.286916846,4.790261086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.537717239,4.539896311,4.519105496,NA,5.07,25.17,1.0915,98.5512985995,313.26,281.25,322.65,357.4,NA,NA,NA
1999-03-19,3.952092492,4.615675698,4.293859483,NA,NA,4.327853862,4.836674115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.555575514,4.556425463,4.548319221,NA,5.16,24.53,1.0864,98.2931200607,310.75,278.76,320.9,354.61,NA,NA,NA
1999-03-22,3.995363794,4.630603982,4.307088884,NA,NA,4.35714226,4.870619638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.570729647,4.571392902,4.565068126,NA,5.35,25.6,1.0896,98.5940309508,303.63,273.08,311.97,344.79,NA,NA,NA
1999-03-23,3.948681348,4.622292253,4.315600993,NA,NA,4.352397799,4.859641032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.560791909,4.5626767600000004,4.544750983,NA,5.44,25.63,1.0928,98.5765053538,300.22,269.93,310.47,338.55,NA,NA,NA
1999-03-24,3.933164584,4.625224811,4.299668683,NA,NA,4.335250094,4.848478936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.561314094,4.564096807,4.53767834,NA,5.19,24.89,1.0898,98.5174520792,305.38,275.9,315.08,341.04,NA,NA,NA
1999-03-25,4.003083749,4.668820858,4.364051125,NA,NA,4.396547074,4.923901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.606701078,4.608511787,4.591376108,NA,5.4,26.05,1.0815,98.0827055831,302.58,271.92,309.5,331.83,NA,NA,NA
1999-03-26,3.993337292,4.661943985,4.358244938,NA,NA,4.392081071,4.917620951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.599845301,4.602811392,4.574780305,NA,5.6,22.88,1.0692,97.5431326054,306.52,275.2,311.83,336.84,NA,NA,NA
1999-03-29,3.969289218,4.647282331,4.364370716,NA,NA,4.379676668,4.905342148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.586487448,4.589469173,4.561275085,NA,5.35,24.72,1.0711,97.7192081335,305.65,274.06,311.41,336.57,NA,NA,NA
1999-03-30,3.973783575,4.623660067,4.261842505,NA,NA,4.334946839,4.882778547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.562099619,4.565433862,4.533839102,NA,5.29,19.5,1.0742,97.8020632178,308.5,275.49,314.28,339.92,NA,NA,NA
1999-03-31,3.951848039,4.543661224,4.603926467,4.634569436,NA,4.350621615,4.69644719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.500204165,4.459411615,4.692270014,NA,5.25,26.51,1.0772,98.0839088142,308.97,275.3,316.17,339.24,NA,NA,NA
1999-04-01,3.950911275,4.543445987,4.602801434,4.634456078,NA,4.350538299,4.696484184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.499831964,4.45901665,4.691983277,NA,5.25,26.51,1.0772,98.2513117517,308.97,275.3,316.17,339.24,NA,NA,NA
1999-04-02,3.948097836,4.54280072,4.5994227,4.634117422,NA,4.3502893,4.696596757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.498715145,4.457831343,4.691123551,NA,5.25,26.51,1.0752,98.2513117517,308.97,275.3,316.17,339.24,NA,NA,NA
1999-04-05,3.894018122,4.47991199,4.544362989,4.469253583,NA,4.278486183,4.627789509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.438052737,4.397724617,4.628660601,NA,5.11,29.15,1.0726,98.1673935501,314.02,278.73,321.55,347.16,NA,NA,NA
1999-04-06,3.872629258,4.465858294,4.51888218,4.580586399,NA,4.253125415,4.59307853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.423610554,4.384404257,4.609036033,NA,5.05,24.4,1.0812,98.6316544982,314.94,277.78,320.82,350.22,NA,NA,NA
1999-04-07,3.877504553,4.460075477,4.525151395,4.474282384,NA,4.253193275,4.583628733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.419681796,4.38224288,4.596702736,NA,5.15,23.89,1.0818,98.4654364595,315.6,276.82,320.53,350.82,NA,NA,NA
1999-04-08,3.817303271,4.397335239,4.459965671,4.419081925,NA,4.192855257,4.524716621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.356328504,4.318840821,4.534071888,NA,4.74,25.32,1.0778,98.2851736997,317.36,279.04,320.35,348.35,NA,NA,NA
1999-04-09,3.782285225,4.371843508,4.426464192,4.464899423,NA,4.159158167,4.492872603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.330157234,4.293904826,4.502296966,NA,5.01,27.24,1.0867,98.6729194122,316.79,278.17,319.06,349.59,NA,NA,NA
1999-04-12,3.801757543,4.399950419,4.443435812,4.404233835,NA,4.191345814,4.52313039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.356763738,4.320059037,4.530533581,NA,4.9,25.32,1.0765,98.0216735541,319.35,280.24,316.71,352.49,NA,NA,NA
1999-04-13,3.813412367,4.407022511,4.449278856,4.416969026,NA,4.190342913,4.523184697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.363578469,4.328680714,4.528235526,NA,4.9,26.19,1.0787,97.9495168734,318.1,279.71,310.7,348.55,NA,NA,NA
1999-04-14,3.842889105,4.43719741,4.469883567,4.432967978,NA,4.227267759,4.546702626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.392206167,4.356593033,4.559840812,NA,4.72,27.07,1.0786,97.9158489488,315.76,278.69,304.08,344.65,NA,NA,NA
1999-04-15,3.846129001,4.446539409,4.478730583,4.384175051,NA,4.23274369,4.546685958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.401831841,4.366399984,4.56831974,NA,4.62,25.44,1.0668,97.1388418201,315.08,278.66,295.49,338.13,NA,NA,NA
1999-04-16,3.844527506,4.441490259,4.477869471,4.34683833,NA,4.230785739,4.540979034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.396681378,4.36119493,4.563395447,NA,4.87,25.74,1.0636,96.7439767073,319.27,281.17,297.03,343.31,NA,NA,NA
1999-04-19,3.81788427,4.402151422,4.454382531,4.312139993,NA,4.181600967,4.490291623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.35993588,4.324624034,4.526160692,NA,4.98,28.01,1.0646,96.8073113218,312.14,275.89,291.4,331.65,NA,NA,NA
1999-04-20,3.814618437,4.394799274,4.455745299,4.305430714,NA,4.183749191,4.483192758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.353861694,4.317735266,4.524245891,NA,5.04,24.87,1.0586,96.5731491833,315.05,278.91,295.44,333.45,NA,NA,NA
