DATE,SURPRISE_STD,TIME_EST,DATETIME,DATETIME_CET
13-Sep-2001 00:00:00,1.48516317208387,08:30,13-Sep-2001 08:30:00,13-Sep-2001 14:30:00
20-Sep-2001 00:00:00,-1.73950464551486,08:30,20-Sep-2001 08:30:00,20-Sep-2001 14:30:00
27-Sep-2001 00:00:00,1.00711535575193,08:30,27-Sep-2001 08:30:00,27-Sep-2001 14:30:00
04-Oct-2001 00:00:00,3.68588378464705,08:30,04-Oct-2001 08:30:00,04-Oct-2001 14:30:00
11-Oct-2001 00:00:00,-2.58552347836546,08:30,11-Oct-2001 08:30:00,11-Oct-2001 14:30:00
18-Oct-2001 00:00:00,0.327900731718909,08:30,18-Oct-2001 08:30:00,18-Oct-2001 14:30:00
25-Oct-2001 00:00:00,0.212931629691711,08:30,25-Oct-2001 08:30:00,25-Oct-2001 14:30:00
01-Nov-2001 00:00:00,-0.277754634026195,08:30,01-Nov-2001 08:30:00,01-Nov-2001 14:30:00
08-Nov-2001 00:00:00,-2.88488578050315,08:30,08-Nov-2001 08:30:00,08-Nov-2001 14:30:00
15-Nov-2001 00:00:00,-1.34503365867078,08:30,15-Nov-2001 08:30:00,15-Nov-2001 14:30:00
22-Nov-2001 00:00:00,-1.82552762610968,08:30,22-Nov-2001 08:30:00,22-Nov-2001 14:30:00
29-Nov-2001 00:00:00,3.17306567758044,08:30,29-Nov-2001 08:30:00,29-Nov-2001 14:30:00
06-Dec-2001 00:00:00,1.03268345898898,08:30,06-Dec-2001 08:30:00,06-Dec-2001 14:30:00
13-Dec-2001 00:00:00,-4.21279638142519,08:30,13-Dec-2001 08:30:00,13-Dec-2001 14:30:00
20-Dec-2001 00:00:00,-3.00993069542331,08:30,20-Dec-2001 08:30:00,20-Dec-2001 14:30:00
27-Dec-2001 00:00:00,-0.6285443511031,08:30,27-Dec-2001 08:30:00,27-Dec-2001 14:30:00
03-Jan-2002 00:00:00,3.02856803719063,08:30,03-Jan-2002 08:30:00,03-Jan-2002 14:30:00
10-Jan-2002 00:00:00,-1.56210044856712,08:30,10-Jan-2002 08:30:00,10-Jan-2002 14:30:00
17-Jan-2002 00:00:00,-2.79169907166651,08:30,17-Jan-2002 08:30:00,17-Jan-2002 14:30:00
24-Jan-2002 00:00:00,-1.00012635258919,08:30,24-Jan-2002 08:30:00,24-Jan-2002 14:30:00
31-Jan-2002 00:00:00,0.395635820704538,08:30,31-Jan-2002 08:30:00,31-Jan-2002 14:30:00
07-Feb-2002 00:00:00,-0.745085978841919,08:30,07-Feb-2002 08:30:00,07-Feb-2002 14:30:00
14-Feb-2002 00:00:00,-0.236228306900868,08:30,14-Feb-2002 08:30:00,14-Feb-2002 14:30:00
21-Feb-2002 00:00:00,0.47449507305754,08:30,21-Feb-2002 08:30:00,21-Feb-2002 14:30:00
28-Feb-2002 00:00:00,-0.340888629263015,08:30,28-Feb-2002 08:30:00,28-Feb-2002 14:30:00
07-Mar-2002 00:00:00,0.0984284612086954,08:30,07-Mar-2002 08:30:00,07-Mar-2002 14:30:00
14-Mar-2002 00:00:00,0.203845925580139,08:30,14-Mar-2002 08:30:00,14-Mar-2002 14:30:00
21-Mar-2002 00:00:00,-0.229064578659053,08:30,21-Mar-2002 08:30:00,21-Mar-2002 14:30:00
28-Mar-2002 00:00:00,1.29587766975945,08:30,28-Mar-2002 08:30:00,28-Mar-2002 14:30:00
04-Apr-2002 00:00:00,4.61926515703199,08:30,04-Apr-2002 08:30:00,04-Apr-2002 15:30:00
11-Apr-2002 00:00:00,0.403789657727743,08:30,11-Apr-2002 08:30:00,11-Apr-2002 14:30:00
18-Apr-2002 00:00:00,1.93257585788576,08:30,18-Apr-2002 08:30:00,18-Apr-2002 14:30:00
25-Apr-2002 00:00:00,-0.389520442937133,08:30,25-Apr-2002 08:30:00,25-Apr-2002 14:30:00
02-May-2002 00:00:00,0.696803615325937,08:30,02-May-2002 08:30:00,02-May-2002 14:30:00
09-May-2002 00:00:00,0.225453593691632,08:30,09-May-2002 08:30:00,09-May-2002 14:30:00
16-May-2002 00:00:00,0.676826714619082,08:30,16-May-2002 08:30:00,16-May-2002 14:30:00
23-May-2002 00:00:00,0.284161220258714,08:30,23-May-2002 08:30:00,23-May-2002 14:30:00
