Date,OIS1M,OIS3M,OIS6M,OIS1Y,OIS2Y,OIS5Y,OIS10Y
2017-06-27,-0.07500000000000284,0.12999999999999678,0.10000000000000009,0.7999999999999952,2.0000000000000018,2.64,2.200000000000002
2016-10-04,0.0,-0.10000000000000009,0.10000000000000009,0.6000000000000005,0.4850000000000021,1.4000000000000012,2.230000000000001
2012-07-26,0.0,0.7000000000000006,0.20000000000000018,0.40000000000000036,1.1999999999999997,NaN,6.410000000000005
2012-08-02,0.2,1.0,1.5,1.5,0.35000000000000003,-3.37,-6.09
2012-08-02,0.700000000000001,1.0,0.8999999999999999,1.6,1.5,2.62,2.72000000000001
