"Estimate","Std. Error","R2","mat"
2.888936112498e-18,0.000295704133475806,1.05814275002499e-30,"1M"
0.00174999270137071,0.000688794426163063,0.0905558096875692,"3M"
0.00408934227726079,0.000939584816722671,0.280671321529617,"6M"
0.00749214703331712,0.00111883002559773,0.490243619566628,"1Y"
0.01,0.000862205975386758,0.688616636837958,"2Y"
0.00940399510875488,0.000900600727364673,0.673032296908322,"5Y"
0.0045856767044643,0.000884068608382935,0.371602554018254,"10Y"
