"Estimate","Std. Error","R2","mat"
-7.75570033408984e-19,0.000392308622776249,5.70129539211826e-32,"1M"
0.000297125473725615,0.000677784993187672,0.000739199002654228,"3M"
-0.000224301374153768,0.00106963799308256,0.000239107246204362,"6M"
3.51034356029438e-05,0.00163962746682128,3.04744844881261e-06,"1Y"
0.00197484523584677,0.0020256280493898,0.00760468796534285,"2Y"
0.00852592497832446,0.00187923673724002,0.156650535747702,"5Y"
0.00999999999999999,0.000936194557513201,0.500391102025681,"10Y"
