"Target","Timing","FG","QE"
-0.000217927967332964,7.78346936897602e-05,-1.04375752757681e-19,1.55591184235054e-20
-0.000161989692783397,0.000195643303862705,-6.32263222214618e-05,-5.71242416133939e-06
-0.000136532315998713,0.000233879829751157,-0.000147745800478722,4.31233503163331e-06
-0.000109721186254661,0.000273499703911996,-0.000270687358917579,-6.7488563390379e-07
-8.15560039769927e-05,0.000236770537429929,-0.00036129477666929,-3.79676420830037e-05
-5.24890672515771e-05,0.000158941674807163,-0.000339761431261669,-0.000163916271577993
-1.49216645914908e-05,8.36954328621319e-05,-0.000165678104081699,-0.000192256291246661
