"Estimate","Std. Error","R2","mat"
0.01,0.000282842807391468,0.978444343093526,"1M"
0.00743317596019691,0.00029878845037229,0.913329638189503,"3M"
0.00626502039502394,0.00042363936038764,0.82657181764993,"6M"
0.0050347455444772,0.000686711279751363,0.603526421509142,"1Y"
0.00374233766207649,0.000945931445536621,0.329438617702603,"2Y"
0.0024085512242392,0.000890938539703344,0.118861259799862,"5Y"
0.000684706271255795,0.00066492627483396,0.0150472885143653,"10Y"
